datestamp	timestamp	runtime	type	seqrun	sample	stage	elapsed	description	attributes
160822	12:09:35.35	24.728	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5465	mp_pileup	null	Starting stage mp_pileup [2]	[type:STAGE_STARTED, desc:Starting stage mp_pileup [2], stage:mp_pileup, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5465]
160822	12:09:35.35	24.728	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5548	mp_pileup	null	Starting stage mp_pileup [2]	[type:STAGE_STARTED, desc:Starting stage mp_pileup [2], stage:mp_pileup, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5548]
160822	12:09:35.35	24.728	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5445	mp_pileup	null	Starting stage mp_pileup [2]	[type:STAGE_STARTED, desc:Starting stage mp_pileup [2], stage:mp_pileup, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5445]
160822	12:09:35.35	24.729	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5521	mp_pileup	null	Starting stage mp_pileup [2]	[type:STAGE_STARTED, desc:Starting stage mp_pileup [2], stage:mp_pileup, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5521]
160822	12:09:46.46	24.924	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5555	mp_pileup	null	Starting stage mp_pileup [2]	[type:STAGE_STARTED, desc:Starting stage mp_pileup [2], stage:mp_pileup, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5555]
160822	12:09:57.57	25.103	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5228	mp_convertBedCoords	32.682	Finished stage mp_convertBedCoords [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_convertBedCoords [2], stage:mp_convertBedCoords, title:Convert to genomic coordinates, stgdesc:Convert the amplicon coordinates of a BAM file to genomic coordinates, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5228, commands:ConvertBedCoordsToGenome.pl -l /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5228/BAM/16M5228.cnv.bam.log /data/reference/indexes/human/g1k_v37/picard/human_g1k_v37.fasta /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5228/BAM/16M5228.bam /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5228/BAM/16M5228.cnv.bam, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5228, start:Mon Aug 22 12:09:09 AEST 2016, end:Mon Aug 22 12:09:42 AEST 2016, elapsed:32.682]
160822	12:09:57.57	25.103	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5447	mp_normVcf	31.207	Finished stage mp_normVcf [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [2], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5447, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5447/VCF/16M5447.Primal.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5447/VCF/16M5447.Primal.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5447, start:Mon Aug 22 12:09:09 AEST 2016, end:Mon Aug 22 12:09:40 AEST 2016, elapsed:31.207]
160822	12:10:00.00	25.158	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5560	mp_checkVcf	27.309	Finished stage mp_checkVcf [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [2], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5560, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5560/VCF/16M5560.Primal.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5560/VCF/16M5560.Primal.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5560, start:Mon Aug 22 12:09:09 AEST 2016, end:Mon Aug 22 12:09:36 AEST 2016, elapsed:27.309]
160822	12:10:01.01	25.158	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5484	mp_varscan	52.302	Finished stage mp_varscan [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_varscan [2], stage:mp_varscan, title:VarScan Variant Caller, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Variant Calling for Amplicon Pipeline using an old version of VarScan2, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5484, commands:echo 16M5484 > .16M5484.tmp ; varscan.sh mpileup2cns /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5484/VCF/16M5484.cnv.pu --min-avg-qual 20 --vcf-sample-list .16M5484.tmp --min-var-freq 0.03 --min-freq-for-hom 0.85 --p-value 1e-04 --variants --strand-filter 0 --output-vcf 1 --min-coverage 100 --min-reads2 20 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5484/VCF/16M5484.Primal.vserr | vs2vcf.pl > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5484/VCF/16M5484.Primal.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5484, start:Mon Aug 22 12:08:44 AEST 2016, end:Mon Aug 22 12:09:36 AEST 2016, elapsed:52.302]
160822	12:10:01.01	25.158	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5448	mp_pileup	51.786	Finished stage mp_pileup [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_pileup [2], stage:mp_pileup, title:Samtools pileup, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Pileup for VarScan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5448, commands:samtools mpileup -d 1000000 -B -f /data/reference/indexes/human/g1k_v37/picard/human_g1k_v37.fasta /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5448/BAM/16M5448.cnv.bam 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5448/VCF/16M5448.cnv.puerr > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5448/VCF/16M5448.cnv.pu, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5448, start:Mon Aug 22 12:08:44 AEST 2016, end:Mon Aug 22 12:09:36 AEST 2016, elapsed:51.786]
160822	12:10:01.01	25.158	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5489	mp_pileup	51.527	Finished stage mp_pileup [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_pileup [2], stage:mp_pileup, title:Samtools pileup, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Pileup for VarScan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5489, commands:samtools mpileup -d 1000000 -B -f /data/reference/indexes/human/g1k_v37/picard/human_g1k_v37.fasta /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5489/BAM/16M5489.cnv.bam 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5489/VCF/16M5489.cnv.puerr > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5489/VCF/16M5489.cnv.pu, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5489, start:Mon Aug 22 12:08:44 AEST 2016, end:Mon Aug 22 12:09:36 AEST 2016, elapsed:51.527]
160822	12:10:01.01	25.158	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	12M5024	mp_varscan	75.278	Finished stage mp_varscan [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_varscan [2], stage:mp_varscan, title:VarScan Variant Caller, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Variant Calling for Amplicon Pipeline using an old version of VarScan2, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:12M5024, commands:echo 12M5024 > .12M5024.tmp ; varscan.sh mpileup2cns /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/12M5024/VCF/12M5024.cnv.pu --min-avg-qual 20 --vcf-sample-list .12M5024.tmp --min-var-freq 0.03 --min-freq-for-hom 0.85 --p-value 1e-04 --variants --strand-filter 0 --output-vcf 1 --min-coverage 100 --min-reads2 20 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/12M5024/VCF/12M5024.Primal.vserr | vs2vcf.pl > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/12M5024/VCF/12M5024.Primal.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:12M5024, start:Mon Aug 22 12:08:20 AEST 2016, end:Mon Aug 22 12:09:35 AEST 2016, elapsed:75.278]
160822	12:10:01.01	25.158	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5414	mp_varscan	53.495	Finished stage mp_varscan [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_varscan [2], stage:mp_varscan, title:VarScan Variant Caller, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Variant Calling for Amplicon Pipeline using an old version of VarScan2, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5414, commands:echo 16M5414 > .16M5414.tmp ; varscan.sh mpileup2cns /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5414/VCF/16M5414.cnv.pu --min-avg-qual 20 --vcf-sample-list .16M5414.tmp --min-var-freq 0.03 --min-freq-for-hom 0.85 --p-value 1e-04 --variants --strand-filter 0 --output-vcf 1 --min-coverage 100 --min-reads2 20 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5414/VCF/16M5414.Primal.vserr | vs2vcf.pl > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5414/VCF/16M5414.Primal.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5414, start:Mon Aug 22 12:08:42 AEST 2016, end:Mon Aug 22 12:09:35 AEST 2016, elapsed:53.495]
160822	12:10:03.03	25.197	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5039	mp_pileup	null	Starting stage mp_pileup [2]	[type:STAGE_STARTED, desc:Starting stage mp_pileup [2], stage:mp_pileup, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5039]
160822	12:10:06.06	25.251	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5486	mp_varscan	53.461	Finished stage mp_varscan [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_varscan [2], stage:mp_varscan, title:VarScan Variant Caller, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Variant Calling for Amplicon Pipeline using an old version of VarScan2, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5486, commands:echo 16M5486 > .16M5486.tmp ; varscan.sh mpileup2cns /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5486/VCF/16M5486.cnv.pu --min-avg-qual 20 --vcf-sample-list .16M5486.tmp --min-var-freq 0.03 --min-freq-for-hom 0.85 --p-value 1e-04 --variants --strand-filter 0 --output-vcf 1 --min-coverage 100 --min-reads2 20 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5486/VCF/16M5486.Primal.vserr | vs2vcf.pl > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5486/VCF/16M5486.Primal.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5486, start:Mon Aug 22 12:09:09 AEST 2016, end:Mon Aug 22 12:10:03 AEST 2016, elapsed:53.461]
160822	12:10:06.06	25.251	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	15M8233	mp_pileup	51.041	Finished stage mp_pileup [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_pileup [2], stage:mp_pileup, title:Samtools pileup, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Pileup for VarScan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:15M8233, commands:samtools mpileup -d 1000000 -B -f /data/reference/indexes/human/g1k_v37/picard/human_g1k_v37.fasta /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/15M8233/BAM/15M8233.cnv.bam 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/15M8233/VCF/15M8233.cnv.puerr > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/15M8233/VCF/15M8233.cnv.pu, seqrun:160728_M00139_0032_000000000-ATRUV, sample:15M8233, start:Mon Aug 22 12:09:11 AEST 2016, end:Mon Aug 22 12:10:02 AEST 2016, elapsed:51.041]
160822	12:10:06.06	25.251	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5414	mp_checkVcf	null	Starting stage mp_checkVcf [2]	[type:STAGE_STARTED, desc:Starting stage mp_checkVcf [2], stage:mp_checkVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5414]
160822	12:10:06.06	25.251	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	12M5024	mp_checkVcf	null	Starting stage mp_checkVcf [2]	[type:STAGE_STARTED, desc:Starting stage mp_checkVcf [2], stage:mp_checkVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:12M5024]
160822	12:10:06.06	25.251	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5484	mp_checkVcf	null	Starting stage mp_checkVcf [2]	[type:STAGE_STARTED, desc:Starting stage mp_checkVcf [2], stage:mp_checkVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5484]
160822	12:10:06.06	25.251	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5489	mp_varscan	null	Starting stage mp_varscan [2]	[type:STAGE_STARTED, desc:Starting stage mp_varscan [2], stage:mp_varscan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5489]
160822	12:10:06.06	25.251	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5448	mp_varscan	null	Starting stage mp_varscan [2]	[type:STAGE_STARTED, desc:Starting stage mp_varscan [2], stage:mp_varscan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5448]
160822	12:10:06.06	25.251	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5560	mp_splitAllele	null	Starting stage mp_splitAllele [2]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [2], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5560]
160822	12:10:06.06	25.251	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5564	mp_normVcf	25.834	Finished stage mp_normVcf [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [2], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5564, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5564/VCF/16M5564.Primal.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5564/VCF/16M5564.Primal.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5564, start:Mon Aug 22 12:09:34 AEST 2016, end:Mon Aug 22 12:10:00 AEST 2016, elapsed:25.834]
160822	12:10:06.06	25.252	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M3404	mp_normVcf	25.089	Finished stage mp_normVcf [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [2], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M3404, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M3404/VCF/16M3404.Primal.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M3404/VCF/16M3404.Primal.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M3404, start:Mon Aug 22 12:09:34 AEST 2016, end:Mon Aug 22 12:10:00 AEST 2016, elapsed:25.089]
160822	12:10:06.06	25.252	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5478	mp_pileup	47.331	Finished stage mp_pileup [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_pileup [2], stage:mp_pileup, title:Samtools pileup, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Pileup for VarScan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5478, commands:samtools mpileup -d 1000000 -B -f /data/reference/indexes/human/g1k_v37/picard/human_g1k_v37.fasta /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5478/BAM/16M5478.cnv.bam 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5478/VCF/16M5478.cnv.puerr > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5478/VCF/16M5478.cnv.pu, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5478, start:Mon Aug 22 12:09:11 AEST 2016, end:Mon Aug 22 12:09:58 AEST 2016, elapsed:47.331]
160822	12:10:06.06	25.252	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5447	mp_mergeVcfPM	null	Starting stage mp_mergeVcfPM [19:16M5447]	[type:STAGE_STARTED, desc:Starting stage mp_mergeVcfPM [19:16M5447], stage:mp_mergeVcfPM, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5447]
160822	12:10:06.06	25.252	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5228	mp_alignStats	null	Starting stage mp_alignStats [2]	[type:STAGE_STARTED, desc:Starting stage mp_alignStats [2], stage:mp_alignStats, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5228]
160822	12:10:08.08	25.285	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5470	mp_alignStats	27.842	Finished stage mp_alignStats [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_alignStats [2], stage:mp_alignStats, title:Clean alignment stats, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Massage alignment stats into a TSV file, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5470, commands:/pathology/NGS/pa_uat/PathOSHome/bin/AlignStatsToTsv --sample 16M5470 --seqrun 160728_M00139_0032_000000000-ATRUV --panel Germline_v4-8_071013_with_off_target_manifest /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5470/BAM/16M5470_stats.csv /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5470/BAM/16M5470.stats.tsv, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5470, start:Mon Aug 22 12:09:26 AEST 2016, end:Mon Aug 22 12:09:54 AEST 2016, elapsed:27.842]
160822	12:10:08.08	25.285	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5490	mp_splitAllele	16.597	Finished stage mp_splitAllele [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [2], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5490, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5490/VCF/16M5490.Primal.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5490/VCF/16M5490.Primal.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5490, start:Mon Aug 22 12:09:34 AEST 2016, end:Mon Aug 22 12:09:51 AEST 2016, elapsed:16.597]
160822	12:10:08.08	25.285	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5502	mp_splitAllele	16.096	Finished stage mp_splitAllele [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [2], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5502, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5502/VCF/16M5502.Primal.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5502/VCF/16M5502.Primal.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5502, start:Mon Aug 22 12:09:34 AEST 2016, end:Mon Aug 22 12:09:51 AEST 2016, elapsed:16.096]
160822	12:10:11.11	25.325	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5550	mp_align	1404.879	Finished stage mp_align [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_align [2], stage:mp_align, title:Primal Aligner, author:Primal: Jason Ellul, Bpipe wrapper: Ken Doig, stgdesc:Perform alignment (primal aligner) on a pair of fastq files, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5550, commands:alignCustomAmplicon.pl -l /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5550/BAM/16M5550.bam.log -o /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5550/BAM/16M5550.bam /pipeline/Runs/MiSeq/Indexes/Germline_v4-8_071013_with_off_target_manifest.fasta /pipeline/Runs/MiSeq/160728_M00139_0032_000000000-ATRUV/ProjectFolders/Project_Moleculargenetics-/Sample_16M5550/16M5550*R1_001.fastq.gz /pipeline/Runs/MiSeq/160728_M00139_0032_000000000-ATRUV/ProjectFolders/Project_Moleculargenetics-/Sample_16M5550/16M5550*R2_001.fastq.gz /pipeline/Runs/MiSeq/Indexes/Germline_v4-8_071013_with_off_target_manifest.fasta.primers, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5550, start:Mon Aug 22 11:46:45 AEST 2016, end:Mon Aug 22 12:10:10 AEST 2016, elapsed:1404.879]
160822	12:10:11.11	25.325	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5497	mp_varscan	59.539	Finished stage mp_varscan [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_varscan [2], stage:mp_varscan, title:VarScan Variant Caller, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Variant Calling for Amplicon Pipeline using an old version of VarScan2, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5497, commands:echo 16M5497 > .16M5497.tmp ; varscan.sh mpileup2cns /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5497/VCF/16M5497.cnv.pu --min-avg-qual 20 --vcf-sample-list .16M5497.tmp --min-var-freq 0.03 --min-freq-for-hom 0.85 --p-value 1e-04 --variants --strand-filter 0 --output-vcf 1 --min-coverage 100 --min-reads2 20 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5497/VCF/16M5497.Primal.vserr | vs2vcf.pl > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5497/VCF/16M5497.Primal.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5497, start:Mon Aug 22 12:09:09 AEST 2016, end:Mon Aug 22 12:10:09 AEST 2016, elapsed:59.539]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5502	mp_normVcf	null	Starting stage mp_normVcf [2]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [2], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5502]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5490	mp_normVcf	null	Starting stage mp_normVcf [2]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [2], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5490]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5470	mp_forwardBam	null	Starting stage mp_forwardBam [2]	[type:STAGE_STARTED, desc:Starting stage mp_forwardBam [2], stage:mp_forwardBam, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5470]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M3404	mp_mergeVcfPM	null	Starting stage mp_mergeVcfPM [7:16M3404]	[type:STAGE_STARTED, desc:Starting stage mp_mergeVcfPM [7:16M3404], stage:mp_mergeVcfPM, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M3404]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5564	mp_mergeVcfPM	null	Starting stage mp_mergeVcfPM [44:16M5564]	[type:STAGE_STARTED, desc:Starting stage mp_mergeVcfPM [44:16M5564], stage:mp_mergeVcfPM, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5564]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5486	mp_checkVcf	null	Starting stage mp_checkVcf [2]	[type:STAGE_STARTED, desc:Starting stage mp_checkVcf [2], stage:mp_checkVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5486]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5478	mp_varscan	null	Starting stage mp_varscan [2]	[type:STAGE_STARTED, desc:Starting stage mp_varscan [2], stage:mp_varscan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5478]
160822	12:10:11.11	25.325	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	15M8233	mp_varscan	null	Starting stage mp_varscan [2]	[type:STAGE_STARTED, desc:Starting stage mp_varscan [2], stage:mp_varscan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:15M8233]
